episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.249,2025-09-22 15:41:43,hydra,early,train,2,1068.0,0.443,0.457,0.472,0.402
2,0.44359999999999994,2025-09-22 15:41:44,hydra,early,train,2,930.4,0.482,0.482,0.472,0.42
3,0.4757799999999999,2025-09-22 15:41:45,hydra,early,train,2,930.22,0.504,0.497,0.472,0.43
4,0.45222999999999997,2025-09-22 15:41:46,hydra,early,train,2,932.77,0.489,0.488,0.472,0.424
5,0.42934999999999995,2025-09-22 15:41:47,hydra,early,train,2,932.65,0.474,0.478,0.472,0.416
6,0.45037999999999995,2025-09-22 15:41:48,hydra,early,train,2,923.62,0.482,0.483,0.472,0.42
7,0.45074999999999993,2025-09-22 15:41:49,hydra,early,train,2,931.25,0.487,0.487,0.472,0.423
8,0.43519,2025-09-22 15:41:50,hydra,early,train,2,941.81,0.484,0.485,0.472,0.421
9,0.3370900000000001,2025-09-22 15:41:51,hydra,early,train,2,962.91,0.433,0.452,0.47,0.397
10,0.41335999999999995,2025-09-22 15:41:52,hydra,early,train,2,933.64,0.464,0.472,0.471,0.412
11,0.44922999999999996,2025-09-22 15:41:53,hydra,early,train,2,929.77,0.487,0.487,0.47,0.422
12,0.42083999999999994,2025-09-22 15:41:54,hydra,early,train,2,936.16,0.47,0.475,0.472,0.415
13,0.44303999999999993,2025-09-22 15:41:54,hydra,early,train,2,949.96,0.495,0.491,0.472,0.426
14,0.4586599999999999,2025-09-22 15:41:55,hydra,early,train,2,927.34,0.49,0.488,0.472,0.424
15,0.2162699999999999,2025-09-22 15:41:57,hydra,early,train,2,1154.73,0.48,0.481,0.472,0.419
16,0.4400499999999999,2025-09-22 15:41:58,hydra,early,train,2,933.95,0.482,0.483,0.472,0.42
17,0.4570299999999999,2025-09-22 15:41:58,hydra,early,train,2,935.97,0.495,0.491,0.472,0.426
18,0.4365399999999999,2025-09-22 15:41:59,hydra,early,train,2,932.46,0.478,0.48,0.472,0.419
19,0.36522,2025-09-22 15:42:00,hydra,early,train,2,947.78,0.441,0.457,0.471,0.401
20,0.45288999999999996,2025-09-22 15:42:01,hydra,early,train,2,934.11,0.492,0.491,0.47,0.425
21,0.44249999999999995,2025-09-22 15:42:02,hydra,early,train,2,923.5,0.478,0.482,0.47,0.418
22,0.3892,2025-09-22 15:42:03,hydra,early,train,2,942.8,0.453,0.464,0.472,0.407
23,0.46301,2025-09-22 15:42:04,hydra,early,train,2,931.99,0.496,0.492,0.472,0.427
24,0.45447,2025-09-22 15:42:05,hydra,early,train,2,930.53,0.489,0.488,0.472,0.424
25,0.46746000000000004,2025-09-22 15:42:06,hydra,early,train,2,923.54,0.494,0.491,0.471,0.426
26,0.43251999999999996,2025-09-22 15:42:07,hydra,early,train,2,924.48,0.47,0.475,0.472,0.415
27,0.45135999999999993,2025-09-22 15:42:08,hydra,early,train,2,927.64,0.485,0.485,0.472,0.422
28,0.48684999999999995,2025-09-22 15:42:09,hydra,early,train,2,921.15,0.505,0.498,0.472,0.431
29,0.43795,2025-09-22 15:42:10,hydra,early,train,2,926.05,0.475,0.478,0.472,0.417
30,0.3875399999999999,2025-09-22 15:42:11,hydra,early,train,2,948.46,0.457,0.467,0.471,0.408
31,0.44669,2025-09-22 15:42:11,hydra,early,train,2,925.31,0.481,0.483,0.471,0.42
32,0.4173599999999999,2025-09-22 15:42:12,hydra,early,train,2,936.64,0.469,0.475,0.471,0.414
33,0.44032999999999994,2025-09-22 15:42:13,hydra,early,train,2,939.67,0.486,0.485,0.472,0.422
34,0.4341399999999999,2025-09-22 15:42:14,hydra,early,train,2,928.86,0.474,0.478,0.472,0.417
35,0.46271,2025-09-22 15:42:15,hydra,early,train,2,925.29,0.491,0.489,0.472,0.425
36,0.45186999999999994,2025-09-22 15:42:16,hydra,early,train,2,934.13,0.49,0.488,0.472,0.424
37,0.44559,2025-09-22 15:42:17,hydra,early,train,2,933.41,0.485,0.485,0.472,0.422
38,0.43959,2025-09-22 15:42:18,hydra,early,train,2,927.41,0.477,0.48,0.472,0.418
39,0.46684,2025-09-22 15:42:19,hydra,early,train,2,928.16,0.496,0.492,0.472,0.427
40,0.45908,2025-09-22 15:42:20,hydra,early,train,2,926.92,0.49,0.488,0.472,0.424
41,0.3736100000000001,2025-09-22 15:42:21,hydra,early,train,2,945.39,0.445,0.459,0.471,0.403
