episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.60175,2025-09-23 01:07:29,tdmpc2,early,train,3,922.25,0.467,0.706,0.38,0.677
2,0.55551,2025-09-23 01:07:30,tdmpc2,early,train,3,936.49,0.448,0.688,0.381,0.663
3,0.5686900000000001,2025-09-23 01:07:31,tdmpc2,early,train,3,939.31,0.457,0.696,0.381,0.67
4,0.6184000000000001,2025-09-23 01:07:31,tdmpc2,early,train,3,924.6,0.477,0.715,0.381,0.685
5,0.6133500000000001,2025-09-23 01:07:32,tdmpc2,early,train,3,927.65,0.476,0.715,0.381,0.684
6,0.58575,2025-09-23 01:07:33,tdmpc2,early,train,3,927.25,0.46,0.7,0.381,0.672
7,0.6024600000000002,2025-09-23 01:07:34,tdmpc2,early,train,3,922.54,0.467,0.706,0.381,0.677
8,0.61421,2025-09-23 01:07:35,tdmpc2,early,train,3,925.79,0.475,0.714,0.381,0.684
9,0.58514,2025-09-23 01:07:36,tdmpc2,early,train,3,936.86,0.465,0.704,0.381,0.676
10,0.5204900000000001,2025-09-23 01:07:37,tdmpc2,early,train,3,959.51,0.442,0.684,0.38,0.658
11,0.6315999999999999,2025-09-23 01:07:38,tdmpc2,early,train,3,916.4,0.48,0.72,0.38,0.688
12,0.60539,2025-09-23 01:07:39,tdmpc2,early,train,3,922.61,0.469,0.71,0.38,0.679
13,0.5290300000000001,2025-09-23 01:07:40,tdmpc2,early,train,3,944.97,0.438,0.678,0.381,0.655
14,0.58986,2025-09-23 01:07:41,tdmpc2,early,train,3,925.14,0.461,0.701,0.381,0.673
15,0.61028,2025-09-23 01:07:42,tdmpc2,early,train,3,934.72,0.478,0.717,0.381,0.686
16,0.59072,2025-09-23 01:07:43,tdmpc2,early,train,3,938.28,0.47,0.709,0.38,0.679
17,0.5941900000000001,2025-09-23 01:07:44,tdmpc2,early,train,3,935.81,0.47,0.71,0.38,0.68
18,0.59712,2025-09-23 01:07:45,tdmpc2,early,train,3,935.88,0.472,0.712,0.38,0.681
19,0.58904,2025-09-23 01:07:45,tdmpc2,early,train,3,931.96,0.465,0.705,0.38,0.676
20,0.59938,2025-09-23 01:07:46,tdmpc2,early,train,3,939.62,0.475,0.715,0.38,0.684
21,0.5051699999999999,2025-09-23 01:07:47,tdmpc2,early,train,3,952.83,0.43,0.673,0.379,0.649
22,0.58606,2025-09-23 01:07:48,tdmpc2,early,train,3,931.94,0.464,0.706,0.379,0.675
23,0.58291,2025-09-23 01:07:49,tdmpc2,early,train,3,928.09,0.46,0.701,0.379,0.672
24,0.5201000000000001,2025-09-23 01:07:50,tdmpc2,early,train,3,947.9,0.435,0.676,0.38,0.653
25,0.6101300000000001,2025-09-23 01:07:51,tdmpc2,early,train,3,923.87,0.472,0.711,0.381,0.681
26,0.5987100000000001,2025-09-23 01:07:52,tdmpc2,early,train,3,924.29,0.466,0.705,0.381,0.676
27,0.42460999999999993,2025-09-23 01:07:53,tdmpc2,early,train,3,1049.39,0.438,0.677,0.381,0.655
28,0.5005999999999999,2025-09-23 01:07:54,tdmpc2,early,train,3,946.4,0.423,0.663,0.381,0.643
29,0.5867800000000001,2025-09-23 01:07:55,tdmpc2,early,train,3,927.22,0.461,0.7,0.381,0.672
30,0.5686800000000001,2025-09-23 01:07:56,tdmpc2,early,train,3,942.32,0.459,0.698,0.381,0.671
31,0.5784199999999999,2025-09-23 01:07:57,tdmpc2,early,train,3,924.58,0.455,0.695,0.38,0.668
32,0.5072000000000001,2025-09-23 01:07:58,tdmpc2,early,train,3,950.8,0.43,0.673,0.379,0.649
33,0.5383,2025-09-23 01:07:59,tdmpc2,early,train,3,961.7,0.454,0.696,0.379,0.667
34,0.5547500000000001,2025-09-23 01:08:00,tdmpc2,early,train,3,943.25,0.452,0.693,0.38,0.666
35,0.5815300000000001,2025-09-23 01:08:01,tdmpc2,early,train,3,937.47,0.464,0.704,0.38,0.675
36,0.55453,2025-09-23 01:08:02,tdmpc2,early,train,3,939.47,0.45,0.69,0.38,0.664
37,0.58209,2025-09-23 01:08:02,tdmpc2,early,train,3,923.91,0.457,0.697,0.38,0.669
38,0.5899700000000001,2025-09-23 01:08:03,tdmpc2,early,train,3,930.03,0.464,0.703,0.381,0.675
39,0.5880700000000001,2025-09-23 01:08:04,tdmpc2,early,train,3,928.93,0.463,0.703,0.38,0.674
