episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.4077000000000001,2025-09-22 20:24:28,tdmpc2,early,train,0,1007.3,0.479,0.784,0.485,0.451
2,0.45763,2025-09-22 20:24:29,tdmpc2,early,train,0,937.37,0.466,0.772,0.484,0.445
3,0.47369,2025-09-22 20:24:30,tdmpc2,early,train,0,935.31,0.476,0.781,0.484,0.449
4,0.47567,2025-09-22 20:24:31,tdmpc2,early,train,0,932.33,0.475,0.781,0.484,0.449
5,0.43489,2025-09-22 20:24:32,tdmpc2,early,train,0,950.11,0.46,0.765,0.484,0.441
6,0.46747,2025-09-22 20:24:33,tdmpc2,early,train,0,934.53,0.471,0.777,0.484,0.447
7,0.37582,2025-09-22 20:24:34,tdmpc2,early,train,0,975.18,0.438,0.744,0.482,0.431
8,0.46551,2025-09-22 20:24:35,tdmpc2,early,train,0,920.49,0.461,0.768,0.483,0.442
9,0.45567,2025-09-22 20:24:36,tdmpc2,early,train,0,932.33,0.463,0.77,0.482,0.443
10,0.41946,2025-09-22 20:24:37,tdmpc2,early,train,0,964.54,0.46,0.766,0.483,0.441
11,0.46498,2025-09-22 20:24:38,tdmpc2,early,train,0,934.02,0.47,0.777,0.483,0.446
12,0.4845399999999999,2025-09-22 20:24:38,tdmpc2,early,train,0,924.46,0.476,0.783,0.483,0.45
13,0.47162999999999994,2025-09-22 20:24:39,tdmpc2,early,train,0,932.37,0.473,0.78,0.483,0.448
14,0.46246000000000004,2025-09-22 20:24:40,tdmpc2,early,train,0,952.54,0.48,0.788,0.483,0.452
15,0.45245,2025-09-22 20:24:41,tdmpc2,early,train,0,931.55,0.46,0.766,0.483,0.441
16,0.43923999999999996,2025-09-22 20:24:42,tdmpc2,early,train,0,937.76,0.455,0.76,0.483,0.439
17,0.35133999999999993,2025-09-22 20:24:43,tdmpc2,early,train,0,957.66,0.41,0.714,0.483,0.416
18,0.35525999999999985,2025-09-22 20:24:44,tdmpc2,early,train,0,978.74,0.427,0.733,0.482,0.425
19,0.48886,2025-09-22 20:24:45,tdmpc2,early,train,0,932.14,0.485,0.794,0.482,0.454
20,0.4718099999999999,2025-09-22 20:24:46,tdmpc2,early,train,0,930.19,0.472,0.781,0.482,0.448
21,0.4440599999999999,2025-09-22 20:24:47,tdmpc2,early,train,0,930.94,0.454,0.759,0.483,0.438
22,0.46823,2025-09-22 20:24:48,tdmpc2,early,train,0,932.77,0.471,0.778,0.483,0.447
23,0.47340999999999994,2025-09-22 20:24:49,tdmpc2,early,train,0,927.59,0.471,0.778,0.483,0.447
24,0.46302,2025-09-22 20:24:50,tdmpc2,early,train,0,929.98,0.465,0.771,0.484,0.444
25,0.4852999999999999,2025-09-22 20:24:51,tdmpc2,early,train,0,929.7,0.48,0.788,0.483,0.452
26,0.47911999999999993,2025-09-22 20:24:52,tdmpc2,early,train,0,928.88,0.476,0.783,0.483,0.449
27,0.41853999999999986,2025-09-22 20:24:53,tdmpc2,early,train,0,959.46,0.455,0.76,0.484,0.439
28,0.44989,2025-09-22 20:24:54,tdmpc2,early,train,0,948.11,0.468,0.774,0.484,0.446
