episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.33955,2025-09-29 04:31:18,dreamerv3,final,train,0,967.45,0.434,0.786,0.445,0.428
2,0.22935,2025-09-29 04:31:19,dreamerv3,final,train,0,952.65,0.35,0.697,0.446,0.386
3,0.36839,2025-09-29 04:31:20,dreamerv3,final,train,0,935.61,0.431,0.782,0.446,0.427
4,0.38328,2025-09-29 04:31:21,dreamerv3,final,train,0,944.72,0.446,0.796,0.447,0.435
5,0.37883000000000006,2025-09-29 04:31:22,dreamerv3,final,train,0,932.17,0.435,0.784,0.447,0.429
6,0.39302999999999993,2025-09-29 04:31:23,dreamerv3,final,train,0,923.97,0.439,0.789,0.447,0.431
7,0.39884000000000003,2025-09-29 04:31:24,dreamerv3,final,train,0,927.16,0.445,0.796,0.447,0.434
8,0.37492999999999993,2025-09-29 04:31:25,dreamerv3,final,train,0,932.07,0.433,0.783,0.446,0.428
9,0.38957,2025-09-29 04:31:26,dreamerv3,final,train,0,933.43,0.444,0.795,0.446,0.433
10,0.28269000000000005,2025-09-29 04:31:27,dreamerv3,final,train,0,952.31,0.386,0.735,0.445,0.404
11,0.37848,2025-09-29 04:31:28,dreamerv3,final,train,0,934.52,0.438,0.789,0.445,0.43
12,0.33896000000000004,2025-09-29 04:31:29,dreamerv3,final,train,0,943.04,0.416,0.765,0.447,0.419
13,0.3533200000000001,2025-09-29 04:31:30,dreamerv3,final,train,0,935.68,0.42,0.77,0.447,0.422
14,0.39289,2025-09-29 04:31:31,dreamerv3,final,train,0,933.11,0.445,0.795,0.447,0.434
15,0.36976999999999993,2025-09-29 04:31:31,dreamerv3,final,train,0,933.23,0.43,0.779,0.447,0.426
16,0.37626,2025-09-29 04:31:32,dreamerv3,final,train,0,929.74,0.432,0.782,0.447,0.427
17,0.39472,2025-09-29 04:31:33,dreamerv3,final,train,0,926.28,0.442,0.792,0.447,0.432
18,0.37810000000000005,2025-09-29 04:31:34,dreamerv3,final,train,0,924.9,0.43,0.779,0.447,0.426
19,0.3741399999999999,2025-09-29 04:31:35,dreamerv3,final,train,0,933.86,0.433,0.783,0.447,0.428
20,0.31798000000000004,2025-09-29 04:31:36,dreamerv3,final,train,0,946.02,0.405,0.755,0.445,0.414
21,0.36895000000000006,2025-09-29 04:31:37,dreamerv3,final,train,0,920.05,0.422,0.773,0.445,0.422
22,0.3603599999999999,2025-09-29 04:31:38,dreamerv3,final,train,0,936.64,0.427,0.778,0.445,0.425
23,0.32838999999999985,2025-09-29 04:31:39,dreamerv3,final,train,0,940.61,0.407,0.755,0.447,0.415
24,0.27610999999999986,2025-09-29 04:31:40,dreamerv3,final,train,0,1032.89,0.434,0.784,0.447,0.428
25,0.40045000000000003,2025-09-29 04:31:41,dreamerv3,final,train,0,931.55,0.449,0.8,0.447,0.436
26,0.39137000000000005,2025-09-29 04:31:42,dreamerv3,final,train,0,932.63,0.444,0.795,0.447,0.433
27,0.3771900000000001,2025-09-29 04:31:43,dreamerv3,final,train,0,931.81,0.434,0.784,0.447,0.428
28,0.38886000000000004,2025-09-29 04:31:44,dreamerv3,final,train,0,934.14,0.443,0.793,0.447,0.433
29,0.3657300000000001,2025-09-29 04:31:45,dreamerv3,final,train,0,931.27,0.426,0.774,0.447,0.424
30,0.34555999999999987,2025-09-29 04:31:46,dreamerv3,final,train,0,950.44,0.425,0.774,0.447,0.424
31,0.17181000000000007,2025-09-29 04:31:47,dreamerv3,final,train,0,990.19,0.337,0.683,0.446,0.379
32,0.2346600000000001,2025-09-29 04:31:48,dreamerv3,final,train,0,1054.34,0.422,0.773,0.445,0.422
33,0.38641,2025-09-29 04:31:49,dreamerv3,final,train,0,932.59,0.442,0.794,0.445,0.432
34,0.3299199999999999,2025-09-29 04:31:49,dreamerv3,final,train,0,946.08,0.412,0.76,0.447,0.417
35,0.28027,2025-09-29 04:31:51,dreamerv3,final,train,0,1033.73,0.437,0.786,0.447,0.43
36,0.38104,2025-09-29 04:31:51,dreamerv3,final,train,0,934.96,0.438,0.788,0.447,0.431
