episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.43479999999999996,2025-09-26 22:10:37,hydra,final,train,2,932.2,0.482,0.489,0.465,0.42
2,0.40821,2025-09-26 22:10:38,hydra,final,train,2,927.79,0.461,0.476,0.464,0.411
3,0.42811999999999995,2025-09-26 22:10:39,hydra,final,train,2,923.88,0.472,0.482,0.464,0.416
4,0.44123,2025-09-26 22:10:40,hydra,final,train,2,927.77,0.484,0.49,0.464,0.421
5,0.42557,2025-09-26 22:10:41,hydra,final,train,2,938.43,0.48,0.487,0.465,0.419
6,0.33904000000000006,2025-09-26 22:10:42,hydra,final,train,2,949.96,0.43,0.456,0.463,0.396
7,0.42874,2025-09-26 22:10:43,hydra,final,train,2,929.26,0.477,0.487,0.463,0.418
8,0.41059,2025-09-26 22:10:44,hydra,final,train,2,938.41,0.471,0.483,0.463,0.415
9,0.37916000000000005,2025-09-26 22:10:45,hydra,final,train,2,943.84,0.453,0.47,0.464,0.406
10,0.41996999999999995,2025-09-26 22:10:46,hydra,final,train,2,929.03,0.47,0.481,0.464,0.415
11,0.42845,2025-09-26 22:10:46,hydra,final,train,2,923.55,0.472,0.483,0.464,0.416
12,0.4407000000000001,2025-09-26 22:10:47,hydra,final,train,2,930.3,0.485,0.491,0.464,0.422
13,0.43262999999999996,2025-09-26 22:10:48,hydra,final,train,2,936.37,0.484,0.49,0.464,0.421
14,0.43349000000000004,2025-09-26 22:10:49,hydra,final,train,2,929.51,0.479,0.487,0.465,0.419
15,0.44832000000000005,2025-09-26 22:10:50,hydra,final,train,2,926.68,0.488,0.493,0.464,0.423
16,0.44662999999999997,2025-09-26 22:10:51,hydra,final,train,2,926.37,0.487,0.492,0.464,0.422
17,0.35685000000000006,2025-09-26 22:10:52,hydra,final,train,2,941.15,0.436,0.46,0.463,0.399
18,0.39748000000000006,2025-09-26 22:10:53,hydra,final,train,2,963.52,0.479,0.488,0.463,0.419
