episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.5729,2025-09-26 18:00:35,hydra,final,train,1,921.1,0.486,0.699,0.624,0.384
2,0.51736,2025-09-26 18:00:36,hydra,final,train,1,942.64,0.463,0.678,0.623,0.374
3,0.5492,2025-09-26 18:00:37,hydra,final,train,1,937.8,0.481,0.695,0.624,0.382
4,0.5627000000000001,2025-09-26 18:00:38,hydra,final,train,1,931.3,0.486,0.699,0.624,0.384
5,0.57914,2025-09-26 18:00:39,hydra,final,train,1,920.86,0.49,0.703,0.624,0.386
6,0.4508099999999998,2025-09-26 18:00:40,hydra,final,train,1,961.19,0.431,0.65,0.621,0.36
7,0.57833,2025-09-26 18:00:41,hydra,final,train,1,927.67,0.497,0.712,0.62,0.389
8,0.54722,2025-09-26 18:00:42,hydra,final,train,1,929.78,0.477,0.693,0.62,0.38
9,0.53738,2025-09-26 18:00:43,hydra,final,train,1,932.62,0.47,0.685,0.623,0.377
10,0.55986,2025-09-26 18:00:44,hydra,final,train,1,938.14,0.49,0.704,0.622,0.386
11,0.5643400000000001,2025-09-26 18:00:45,hydra,final,train,1,936.66,0.492,0.707,0.622,0.387
12,0.53747,2025-09-26 18:00:45,hydra,final,train,1,938.53,0.474,0.688,0.623,0.379
13,0.49234000000000006,2025-09-26 18:00:46,hydra,final,train,1,952.66,0.453,0.669,0.622,0.37
14,0.55265,2025-09-26 18:00:47,hydra,final,train,1,926.35,0.477,0.692,0.622,0.38
15,0.57127,2025-09-26 18:00:48,hydra,final,train,1,927.73,0.491,0.705,0.622,0.386
16,0.5744600000000001,2025-09-26 18:00:49,hydra,final,train,1,921.54,0.489,0.703,0.622,0.385
17,0.47584000000000004,2025-09-26 18:00:50,hydra,final,train,1,962.16,0.45,0.668,0.62,0.368
18,0.56908,2025-09-26 18:00:51,hydra,final,train,1,931.92,0.494,0.709,0.62,0.387
19,0.5155399999999999,2025-09-26 18:00:52,hydra,final,train,1,950.46,0.468,0.683,0.622,0.376
20,0.51891,2025-09-26 18:00:53,hydra,final,train,1,957.09,0.475,0.69,0.622,0.379
21,0.5358999999999999,2025-09-26 18:00:54,hydra,final,train,1,944.1,0.478,0.694,0.621,0.381
22,0.5588,2025-09-26 18:00:55,hydra,final,train,1,921.2,0.478,0.694,0.621,0.381
23,0.55949,2025-09-26 18:00:56,hydra,final,train,1,929.51,0.485,0.7,0.621,0.383
24,0.57387,2025-09-26 18:00:57,hydra,final,train,1,920.13,0.488,0.703,0.621,0.385
25,0.56632,2025-09-26 18:00:58,hydra,final,train,1,929.68,0.49,0.705,0.621,0.385
26,0.56644,2025-09-26 18:00:59,hydra,final,train,1,935.56,0.494,0.709,0.621,0.387
27,0.52226,2025-09-26 18:01:00,hydra,final,train,1,940.74,0.467,0.684,0.62,0.376
28,0.5587899999999999,2025-09-26 18:01:00,hydra,final,train,1,925.21,0.482,0.699,0.62,0.382
29,0.55676,2025-09-26 18:01:01,hydra,final,train,1,929.24,0.483,0.7,0.62,0.383
