episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.32367999999999986,2025-09-28 07:36:25,costar,final,train,0,982.32,0.428,0.771,0.452,0.426
2,0.36365999999999987,2025-09-28 07:36:26,costar,final,train,0,928.34,0.419,0.762,0.452,0.421
3,0.30918,2025-09-28 07:36:27,costar,final,train,0,966.82,0.409,0.752,0.451,0.416
4,0.39398000000000005,2025-09-28 07:36:28,costar,final,train,0,928.02,0.44,0.784,0.451,0.431
5,0.36070000000000013,2025-09-28 07:36:29,costar,final,train,0,946.3,0.429,0.772,0.452,0.426
6,0.3481099999999999,2025-09-28 07:36:30,costar,final,train,0,932.89,0.412,0.753,0.452,0.417
7,0.40080999999999994,2025-09-28 07:36:31,costar,final,train,0,927.19,0.443,0.786,0.452,0.433
8,0.3825,2025-09-28 07:36:32,costar,final,train,0,931.5,0.434,0.777,0.452,0.428
9,0.40559000000000006,2025-09-28 07:36:33,costar,final,train,0,923.41,0.444,0.788,0.452,0.433
10,0.3707999999999999,2025-09-28 07:36:34,costar,final,train,0,942.2,0.433,0.775,0.452,0.428
11,0.37470000000000003,2025-09-28 07:36:35,costar,final,train,0,960.3,0.448,0.792,0.452,0.435
12,0.34908000000000006,2025-09-28 07:36:36,costar,final,train,0,971.92,0.438,0.781,0.452,0.431
13,0.32120000000000004,2025-09-28 07:36:36,costar,final,train,0,957.8,0.411,0.754,0.451,0.417
14,0.40823000000000004,2025-09-28 07:36:37,costar,final,train,0,918.77,0.443,0.788,0.451,0.433
15,0.40101000000000003,2025-09-28 07:36:38,costar,final,train,0,920.99,0.44,0.785,0.451,0.431
16,0.3363299999999999,2025-09-28 07:36:39,costar,final,train,0,945.67,0.412,0.753,0.453,0.417
17,0.3804400000000001,2025-09-28 07:36:40,costar,final,train,0,951.56,0.445,0.787,0.453,0.434
18,0.39999,2025-09-28 07:36:41,costar,final,train,0,922.01,0.438,0.781,0.453,0.431
19,0.40904999999999997,2025-09-28 07:36:42,costar,final,train,0,924.95,0.446,0.789,0.453,0.435
20,0.4138,2025-09-28 07:36:43,costar,final,train,0,924.2,0.45,0.794,0.452,0.436
21,0.4154600000000001,2025-09-28 07:36:44,costar,final,train,0,924.54,0.451,0.795,0.452,0.437
22,0.41241,2025-09-28 07:36:45,costar,final,train,0,925.59,0.45,0.794,0.452,0.436
23,0.38483000000000006,2025-09-28 07:36:46,costar,final,train,0,931.17,0.435,0.778,0.452,0.429
24,0.30707000000000007,2025-09-28 07:36:47,costar,final,train,0,951.93,0.398,0.741,0.451,0.41
25,0.38541,2025-09-28 07:36:48,costar,final,train,0,938.59,0.441,0.786,0.451,0.432
26,0.39250999999999997,2025-09-28 07:36:49,costar,final,train,0,932.49,0.442,0.788,0.451,0.432
27,0.36332,2025-09-28 07:36:50,costar,final,train,0,943.68,0.429,0.772,0.452,0.426
28,0.39410000000000006,2025-09-28 07:36:50,costar,final,train,0,928.9,0.44,0.784,0.452,0.431
29,0.41416000000000003,2025-09-28 07:36:51,costar,final,train,0,923.84,0.45,0.794,0.452,0.436
30,0.40365999999999996,2025-09-28 07:36:52,costar,final,train,0,924.34,0.443,0.786,0.452,0.433
31,0.40085,2025-09-28 07:36:53,costar,final,train,0,927.15,0.443,0.786,0.452,0.433
32,0.30608999999999986,2025-09-28 07:36:54,costar,final,train,0,1035.91,0.452,0.797,0.452,0.438
33,0.39676000000000006,2025-09-28 07:36:55,costar,final,train,0,929.24,0.442,0.785,0.452,0.432
34,0.39311999999999997,2025-09-28 07:36:56,costar,final,train,0,932.88,0.442,0.785,0.452,0.432
35,0.3191099999999999,2025-09-28 07:36:57,costar,final,train,0,954.89,0.408,0.751,0.451,0.415
36,0.40392999999999996,2025-09-28 07:36:58,costar,final,train,0,926.07,0.445,0.791,0.451,0.434
37,0.13318000000000002,2025-09-28 07:36:59,costar,final,train,0,1069.82,0.36,0.699,0.452,0.391
38,0.3613799999999999,2025-09-28 07:37:00,costar,final,train,0,951.62,0.433,0.777,0.452,0.428
39,0.37564,2025-09-28 07:37:01,costar,final,train,0,943.36,0.438,0.782,0.451,0.43
40,0.38900000000000007,2025-09-28 07:37:02,costar,final,train,0,942.0,0.446,0.791,0.451,0.434
41,0.40249000000000007,2025-09-28 07:37:03,costar,final,train,0,930.51,0.447,0.792,0.451,0.435
42,0.3842999999999999,2025-09-28 07:37:04,costar,final,train,0,935.7,0.438,0.783,0.451,0.431
43,0.4007300000000001,2025-09-28 07:37:05,costar,final,train,0,929.27,0.445,0.79,0.451,0.434
44,0.38292999999999994,2025-09-28 07:37:06,costar,final,train,0,934.07,0.436,0.781,0.451,0.43
45,0.29972,2025-09-28 07:37:07,costar,final,train,0,949.28,0.392,0.736,0.45,0.407
46,0.37942999999999993,2025-09-28 07:37:08,costar,final,train,0,940.57,0.439,0.785,0.45,0.431
47,0.40026999999999996,2025-09-28 07:37:08,costar,final,train,0,925.73,0.443,0.789,0.45,0.433
48,0.35424,2025-09-28 07:37:09,costar,final,train,0,937.76,0.42,0.763,0.451,0.421
49,0.42043,2025-09-28 07:37:10,costar,final,train,0,922.57,0.453,0.798,0.452,0.438
50,0.3811300000000001,2025-09-28 07:37:11,costar,final,train,0,944.87,0.442,0.787,0.451,0.433
51,0.3945,2025-09-28 07:37:12,costar,final,train,0,943.5,0.45,0.795,0.451,0.437
52,0.4029500000000001,2025-09-28 07:37:13,costar,final,train,0,925.05,0.443,0.787,0.452,0.433
53,0.39392,2025-09-28 07:37:14,costar,final,train,0,933.08,0.443,0.788,0.451,0.433
54,0.38477,2025-09-28 07:37:15,costar,final,train,0,930.23,0.435,0.78,0.451,0.429
55,0.3860700000000001,2025-09-28 07:37:16,costar,final,train,0,922.93,0.431,0.775,0.451,0.427
56,0.32075999999999993,2025-09-28 07:37:17,costar,final,train,0,952.24,0.408,0.753,0.45,0.415
57,0.35678,2025-09-28 07:37:18,costar,final,train,0,925.22,0.414,0.759,0.45,0.418
58,0.36898,2025-09-28 07:37:19,costar,final,train,0,942.02,0.433,0.778,0.45,0.428
59,0.3455999999999999,2025-09-28 07:37:20,costar,final,train,0,934.4,0.411,0.754,0.452,0.417
60,0.39345,2025-09-28 07:37:21,costar,final,train,0,934.55,0.443,0.787,0.452,0.433
61,0.29499,2025-09-28 07:37:22,costar,final,train,0,1036.01,0.445,0.789,0.452,0.434
62,0.42738000000000004,2025-09-28 07:37:23,costar,final,train,0,918.62,0.455,0.799,0.452,0.439
63,0.26004999999999995,2025-09-28 07:37:24,costar,final,train,0,957.95,0.37,0.71,0.452,0.396
64,0.40775999999999996,2025-09-28 07:37:24,costar,final,train,0,924.24,0.446,0.79,0.452,0.434
65,0.40137000000000006,2025-09-28 07:37:25,costar,final,train,0,921.63,0.44,0.784,0.452,0.431
66,0.39316,2025-09-28 07:37:26,costar,final,train,0,929.84,0.44,0.786,0.451,0.432
67,0.33811,2025-09-28 07:37:27,costar,final,train,0,937.89,0.41,0.754,0.45,0.416
68,0.2938599999999998,2025-09-28 07:37:28,costar,final,train,0,1027.14,0.44,0.785,0.45,0.431
69,0.35251999999999994,2025-09-28 07:37:29,costar,final,train,0,934.48,0.416,0.759,0.452,0.419
70,0.40436,2025-09-28 07:37:30,costar,final,train,0,923.64,0.443,0.786,0.452,0.433
71,0.41780999999999996,2025-09-28 07:37:31,costar,final,train,0,928.19,0.455,0.799,0.452,0.439
72,0.39529,2025-09-28 07:37:32,costar,final,train,0,930.71,0.442,0.786,0.452,0.432
73,0.40159000000000006,2025-09-28 07:37:33,costar,final,train,0,929.41,0.445,0.79,0.452,0.434
74,0.39474000000000004,2025-09-28 07:37:34,costar,final,train,0,937.26,0.446,0.79,0.452,0.434
75,0.41382,2025-09-28 07:37:35,costar,final,train,0,927.18,0.452,0.796,0.452,0.437
76,0.40111,2025-09-28 07:37:36,costar,final,train,0,923.89,0.441,0.785,0.452,0.432
77,0.2711,2025-09-28 07:37:37,costar,final,train,0,979.9,0.393,0.736,0.45,0.408
78,0.4049500000000001,2025-09-28 07:37:38,costar,final,train,0,918.05,0.441,0.787,0.45,0.432
79,0.28874999999999995,2025-09-28 07:37:39,costar,final,train,0,966.25,0.396,0.74,0.45,0.409
80,0.23648999999999998,2025-09-28 07:37:40,costar,final,train,0,1016.51,0.393,0.735,0.452,0.408
81,0.37078999999999995,2025-09-28 07:37:41,costar,final,train,0,945.21,0.435,0.779,0.452,0.429
82,0.37695999999999996,2025-09-28 07:37:42,costar,final,train,0,952.04,0.444,0.788,0.452,0.433
83,0.3470399999999999,2025-09-28 07:37:42,costar,final,train,0,935.96,0.413,0.755,0.452,0.418
84,0.40998000000000007,2025-09-28 07:37:43,costar,final,train,0,925.02,0.448,0.792,0.452,0.435
85,0.39241999999999994,2025-09-28 07:37:44,costar,final,train,0,938.58,0.445,0.79,0.452,0.434
86,0.38935000000000003,2025-09-28 07:37:45,costar,final,train,0,924.65,0.434,0.777,0.452,0.428
87,0.41343,2025-09-28 07:37:46,costar,final,train,0,925.57,0.45,0.793,0.453,0.436
88,0.32349000000000006,2025-09-28 07:37:47,costar,final,train,0,940.51,0.401,0.744,0.451,0.412
89,0.38453999999999994,2025-09-28 07:37:48,costar,final,train,0,937.46,0.44,0.785,0.451,0.431
90,0.35944,2025-09-28 07:37:49,costar,final,train,0,944.56,0.427,0.77,0.452,0.425
91,0.34038999999999997,2025-09-28 07:37:50,costar,final,train,0,939.61,0.411,0.753,0.452,0.417
92,0.42356,2025-09-28 07:37:51,costar,final,train,0,921.44,0.454,0.799,0.452,0.439
93,0.41874000000000006,2025-09-28 07:37:52,costar,final,train,0,924.26,0.453,0.797,0.452,0.438
94,0.38563,2025-09-28 07:37:53,costar,final,train,0,928.37,0.434,0.777,0.452,0.428
95,0.41926,2025-09-28 07:37:54,costar,final,train,0,921.74,0.452,0.796,0.452,0.437
96,0.37442,2025-09-28 07:37:55,costar,final,train,0,923.58,0.423,0.766,0.452,0.423
97,0.3611200000000001,2025-09-28 07:37:56,costar,final,train,0,967.88,0.444,0.788,0.452,0.433
98,0.34750000000000003,2025-09-28 07:37:56,costar,final,train,0,943.5,0.419,0.763,0.451,0.421
99,0.40235000000000004,2025-09-28 07:37:57,costar,final,train,0,920.65,0.44,0.785,0.451,0.432
100,0.36817999999999984,2025-09-28 07:37:58,costar,final,train,0,934.82,0.427,0.771,0.451,0.425
101,0.29674999999999996,2025-09-28 07:37:59,costar,final,train,0,963.25,0.398,0.74,0.452,0.41
102,0.3905,2025-09-28 07:38:00,costar,final,train,0,939.5,0.445,0.79,0.451,0.434
103,0.38996000000000003,2025-09-28 07:38:01,costar,final,train,0,923.04,0.434,0.779,0.451,0.428
104,0.3937300000000001,2025-09-28 07:38:02,costar,final,train,0,943.27,0.45,0.795,0.451,0.436
105,0.20337,2025-09-28 07:38:03,costar,final,train,0,1041.63,0.388,0.729,0.452,0.405
106,0.35788999999999993,2025-09-28 07:38:04,costar,final,train,0,961.11,0.437,0.781,0.452,0.43
107,0.3747600000000001,2025-09-28 07:38:05,costar,final,train,0,958.24,0.447,0.792,0.451,0.435
108,0.3905,2025-09-28 07:38:06,costar,final,train,0,934.5,0.442,0.786,0.451,0.432
109,0.29289999999999994,2025-09-28 07:38:07,costar,final,train,0,965.1,0.397,0.74,0.451,0.41
110,0.39047000000000004,2025-09-28 07:38:08,costar,final,train,0,947.53,0.451,0.797,0.45,0.437
111,0.3615099999999999,2025-09-28 07:38:09,costar,final,train,0,944.49,0.43,0.776,0.45,0.426
112,0.35469000000000006,2025-09-28 07:38:10,costar,final,train,0,948.31,0.427,0.77,0.451,0.425
113,0.2673599999999998,2025-09-28 07:38:11,costar,final,train,0,1025.64,0.42,0.764,0.451,0.422
114,0.38483000000000006,2025-09-28 07:38:12,costar,final,train,0,936.17,0.439,0.783,0.451,0.431
115,0.39452000000000004,2025-09-28 07:38:13,costar,final,train,0,941.48,0.449,0.794,0.451,0.436
116,0.36480999999999986,2025-09-28 07:38:14,costar,final,train,0,942.19,0.43,0.774,0.451,0.426
117,0.4066100000000001,2025-09-28 07:38:15,costar,final,train,0,926.39,0.447,0.792,0.451,0.435
118,0.41096000000000005,2025-09-28 07:38:15,costar,final,train,0,926.04,0.45,0.795,0.451,0.436
119,0.35939,2025-09-28 07:38:16,costar,final,train,0,928.61,0.418,0.763,0.45,0.42
120,0.35692999999999997,2025-09-28 07:38:17,costar,final,train,0,927.07,0.415,0.76,0.45,0.419
121,0.3935,2025-09-28 07:38:18,costar,final,train,0,924.5,0.438,0.784,0.45,0.43
122,0.35683999999999994,2025-09-28 07:38:19,costar,final,train,0,935.16,0.42,0.763,0.451,0.421
123,0.41639,2025-09-28 07:38:20,costar,final,train,0,921.61,0.45,0.795,0.452,0.436
124,0.39509,2025-09-28 07:38:21,costar,final,train,0,928.91,0.441,0.785,0.451,0.432
125,0.3177899999999999,2025-09-28 07:38:22,costar,final,train,0,1004.21,0.44,0.784,0.451,0.431
126,0.37165000000000004,2025-09-28 07:38:23,costar,final,train,0,956.35,0.443,0.788,0.452,0.433
127,0.30535999999999996,2025-09-28 07:38:24,costar,final,train,0,945.64,0.392,0.733,0.452,0.407
128,0.30355,2025-09-28 07:38:25,costar,final,train,0,949.45,0.393,0.734,0.452,0.408
129,0.40974000000000005,2025-09-28 07:38:26,costar,final,train,0,928.26,0.45,0.794,0.452,0.436
130,0.19475000000000003,2025-09-28 07:38:27,costar,final,train,0,1029.25,0.375,0.716,0.451,0.398
131,0.31101999999999996,2025-09-28 07:38:28,costar,final,train,0,991.98,0.427,0.771,0.451,0.425
