episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,0.5061599999999999,2025-09-24 17:08:15,tdmpc2,mid,train,1,934.84,0.453,0.674,0.618,0.37
2,0.50558,2025-09-24 17:08:16,tdmpc2,mid,train,1,960.42,0.472,0.693,0.616,0.378
3,0.53437,2025-09-24 17:08:17,tdmpc2,mid,train,1,931.63,0.471,0.691,0.617,0.378
4,0.52144,2025-09-24 17:08:18,tdmpc2,mid,train,1,942.56,0.47,0.689,0.617,0.377
5,0.53089,2025-09-24 17:08:19,tdmpc2,mid,train,1,940.11,0.475,0.694,0.617,0.379
6,0.5189600000000001,2025-09-24 17:08:20,tdmpc2,mid,train,1,942.04,0.468,0.688,0.617,0.376
7,0.4560099999999999,2025-09-24 17:08:21,tdmpc2,mid,train,1,962.99,0.44,0.663,0.615,0.364
8,0.5212000000000001,2025-09-24 17:08:22,tdmpc2,mid,train,1,933.8,0.465,0.687,0.615,0.375
9,0.56353,2025-09-24 17:08:23,tdmpc2,mid,train,1,918.47,0.484,0.705,0.615,0.383
10,0.4902100000000001,2025-09-24 17:08:24,tdmpc2,mid,train,1,947.79,0.452,0.673,0.617,0.369
11,0.5499099999999999,2025-09-24 17:08:25,tdmpc2,mid,train,1,928.09,0.48,0.699,0.617,0.381
12,0.5168699999999999,2025-09-24 17:08:26,tdmpc2,mid,train,1,955.13,0.476,0.696,0.616,0.38
13,0.4763899999999999,2025-09-24 17:08:27,tdmpc2,mid,train,1,932.61,0.433,0.657,0.615,0.361
14,0.54521,2025-09-24 17:08:27,tdmpc2,mid,train,1,943.79,0.478,0.685,0.631,0.38
15,0.55369,2025-09-24 17:08:28,tdmpc2,mid,train,1,957.31,0.493,0.699,0.631,0.387
16,0.5638500000000001,2025-09-24 17:08:29,tdmpc2,mid,train,1,934.15,0.484,0.691,0.631,0.383
17,0.5764400000000001,2025-09-24 17:08:30,tdmpc2,mid,train,1,931.56,0.491,0.698,0.631,0.386
18,0.47970999999999997,2025-09-24 17:08:31,tdmpc2,mid,train,1,958.29,0.443,0.654,0.629,0.366
19,0.5630599999999999,2025-09-24 17:08:32,tdmpc2,mid,train,1,935.94,0.486,0.695,0.629,0.384
20,0.52799,2025-09-24 17:08:33,tdmpc2,mid,train,1,936.01,0.462,0.672,0.628,0.374
21,0.54036,2025-09-24 17:08:34,tdmpc2,mid,train,1,945.64,0.476,0.684,0.63,0.38
22,0.5591499999999999,2025-09-24 17:08:35,tdmpc2,mid,train,1,930.85,0.48,0.688,0.629,0.381
23,0.5668500000000001,2025-09-24 17:08:36,tdmpc2,mid,train,1,934.15,0.487,0.694,0.63,0.384
24,0.5534199999999999,2025-09-24 17:08:37,tdmpc2,mid,train,1,930.58,0.475,0.683,0.63,0.379
25,0.59403,2025-09-24 17:08:38,tdmpc2,mid,train,1,924.97,0.5,0.707,0.629,0.39
26,0.5739,2025-09-24 17:08:39,tdmpc2,mid,train,1,929.1,0.488,0.696,0.63,0.385
27,0.5785800000000001,2025-09-24 17:08:40,tdmpc2,mid,train,1,933.42,0.495,0.702,0.629,0.388
28,0.57394,2025-09-24 17:08:41,tdmpc2,mid,train,1,931.06,0.49,0.698,0.629,0.386
29,0.49036,2025-09-24 17:08:42,tdmpc2,mid,train,1,957.64,0.451,0.663,0.628,0.369
30,0.56969,2025-09-24 17:08:42,tdmpc2,mid,train,1,931.31,0.488,0.698,0.628,0.385
31,0.51366,2025-09-24 17:08:43,tdmpc2,mid,train,1,950.34,0.462,0.672,0.628,0.374
32,0.53862,2025-09-24 17:08:44,tdmpc2,mid,train,1,947.38,0.477,0.685,0.629,0.38
33,0.57374,2025-09-24 17:08:45,tdmpc2,mid,train,1,935.26,0.493,0.701,0.629,0.387
34,0.54452,2025-09-24 17:08:46,tdmpc2,mid,train,1,934.48,0.472,0.681,0.629,0.378
35,0.56587,2025-09-24 17:08:47,tdmpc2,mid,train,1,940.13,0.491,0.699,0.629,0.386
36,0.5557799999999999,2025-09-24 17:08:48,tdmpc2,mid,train,1,930.22,0.477,0.686,0.629,0.38
37,0.57049,2025-09-24 17:08:49,tdmpc2,mid,train,1,929.51,0.487,0.696,0.629,0.384
38,0.56479,2025-09-24 17:08:50,tdmpc2,mid,train,1,931.21,0.484,0.692,0.629,0.383
39,0.47651,2025-09-24 17:08:51,tdmpc2,mid,train,1,969.49,0.45,0.663,0.627,0.369
40,0.57967,2025-09-24 17:08:52,tdmpc2,mid,train,1,925.33,0.492,0.701,0.627,0.386
41,0.56773,2025-09-24 17:08:53,tdmpc2,mid,train,1,925.27,0.483,0.694,0.627,0.383
42,0.42742000000000013,2025-09-24 17:08:54,tdmpc2,mid,train,1,1050.58,0.471,0.681,0.629,0.378
43,0.54896,2025-09-24 17:08:55,tdmpc2,mid,train,1,939.04,0.478,0.688,0.629,0.381
44,0.58527,2025-09-24 17:08:56,tdmpc2,mid,train,1,931.73,0.499,0.707,0.629,0.389
45,0.54976,2025-09-24 17:08:57,tdmpc2,mid,train,1,940.24,0.48,0.689,0.629,0.381
46,0.5900299999999999,2025-09-24 17:08:58,tdmpc2,mid,train,1,929.97,0.501,0.709,0.629,0.39
47,0.59316,2025-09-24 17:08:59,tdmpc2,mid,train,1,929.84,0.503,0.711,0.629,0.391
48,0.5484600000000001,2025-09-24 17:08:59,tdmpc2,mid,train,1,938.54,0.478,0.687,0.629,0.38
49,0.5634199999999999,2025-09-24 17:09:00,tdmpc2,mid,train,1,951.58,0.497,0.706,0.629,0.389
50,0.48934,2025-09-24 17:09:01,tdmpc2,mid,train,1,957.66,0.452,0.665,0.626,0.369
51,0.5609,2025-09-24 17:09:02,tdmpc2,mid,train,1,932.1,0.484,0.695,0.626,0.383
52,0.56753,2025-09-24 17:09:03,tdmpc2,mid,train,1,932.47,0.489,0.7,0.626,0.385
53,0.5124299999999999,2025-09-24 17:09:04,tdmpc2,mid,train,1,949.57,0.461,0.672,0.628,0.373
54,0.47624999999999995,2025-09-24 17:09:05,tdmpc2,mid,train,1,954.75,0.44,0.653,0.627,0.364
55,0.49994000000000005,2025-09-24 17:09:06,tdmpc2,mid,train,1,960.06,0.46,0.671,0.627,0.373
56,0.5579299999999999,2025-09-24 17:09:07,tdmpc2,mid,train,1,940.07,0.487,0.697,0.627,0.384
57,0.56726,2025-09-24 17:09:08,tdmpc2,mid,train,1,937.74,0.492,0.702,0.627,0.386
58,0.4572400000000001,2025-09-24 17:09:09,tdmpc2,mid,train,1,1026.76,0.477,0.688,0.627,0.38
59,0.5600599999999999,2025-09-24 17:09:10,tdmpc2,mid,train,1,935.94,0.485,0.696,0.627,0.384
60,0.47933000000000014,2025-09-24 17:09:11,tdmpc2,mid,train,1,963.67,0.45,0.664,0.625,0.368
61,0.51037,2025-09-24 17:09:12,tdmpc2,mid,train,1,940.63,0.456,0.67,0.624,0.371
62,0.54167,2025-09-24 17:09:13,tdmpc2,mid,train,1,936.33,0.475,0.688,0.624,0.379
63,0.51099,2025-09-24 17:09:14,tdmpc2,mid,train,1,944.01,0.457,0.67,0.626,0.372
64,0.5338099999999999,2025-09-24 17:09:15,tdmpc2,mid,train,1,949.19,0.477,0.688,0.626,0.38
65,0.48378999999999994,2025-09-24 17:09:16,tdmpc2,mid,train,1,981.21,0.465,0.678,0.625,0.375
66,0.5518099999999999,2025-09-24 17:09:17,tdmpc2,mid,train,1,929.19,0.476,0.689,0.625,0.38
67,0.54622,2025-09-24 17:09:18,tdmpc2,mid,train,1,941.78,0.481,0.693,0.625,0.382
68,0.56225,2025-09-24 17:09:18,tdmpc2,mid,train,1,934.75,0.487,0.699,0.626,0.384
69,0.55625,2025-09-24 17:09:19,tdmpc2,mid,train,1,929.75,0.479,0.69,0.626,0.381
70,0.57248,2025-09-24 17:09:20,tdmpc2,mid,train,1,940.52,0.499,0.71,0.625,0.389
71,0.47367000000000004,2025-09-24 17:09:21,tdmpc2,mid,train,1,966.33,0.448,0.663,0.624,0.368
72,0.56049,2025-09-24 17:09:22,tdmpc2,mid,train,1,933.51,0.487,0.701,0.623,0.384
73,0.53619,2025-09-24 17:09:23,tdmpc2,mid,train,1,937.81,0.472,0.687,0.624,0.378
74,0.53669,2025-09-24 17:09:24,tdmpc2,mid,train,1,938.31,0.472,0.685,0.625,0.378
75,0.55138,2025-09-24 17:09:25,tdmpc2,mid,train,1,934.62,0.48,0.692,0.625,0.381
76,0.53864,2025-09-24 17:09:26,tdmpc2,mid,train,1,939.36,0.474,0.687,0.625,0.379
77,0.57094,2025-09-24 17:09:27,tdmpc2,mid,train,1,927.06,0.489,0.701,0.624,0.385
78,0.5522999999999999,2025-09-24 17:09:28,tdmpc2,mid,train,1,939.7,0.485,0.697,0.624,0.383
79,0.56151,2025-09-24 17:09:29,tdmpc2,mid,train,1,928.49,0.483,0.696,0.624,0.383
80,0.54588,2025-09-24 17:09:30,tdmpc2,mid,train,1,935.12,0.477,0.69,0.624,0.38
81,0.5429299999999999,2025-09-24 17:09:31,tdmpc2,mid,train,1,943.07,0.481,0.695,0.623,0.382
82,0.44579999999999986,2025-09-24 17:09:32,tdmpc2,mid,train,1,977.2,0.438,0.655,0.622,0.363
83,0.53813,2025-09-24 17:09:33,tdmpc2,mid,train,1,933.87,0.472,0.688,0.622,0.378
84,0.5391699999999999,2025-09-24 17:09:34,tdmpc2,mid,train,1,934.83,0.473,0.688,0.623,0.378
85,0.56083,2025-09-24 17:09:34,tdmpc2,mid,train,1,933.17,0.486,0.699,0.624,0.384
86,0.54641,2025-09-24 17:09:35,tdmpc2,mid,train,1,941.59,0.482,0.696,0.624,0.382
87,0.56732,2025-09-24 17:09:36,tdmpc2,mid,train,1,930.68,0.489,0.701,0.624,0.385
88,0.45482999999999985,2025-09-24 17:09:37,tdmpc2,mid,train,1,1035.17,0.483,0.696,0.624,0.383
89,0.5692,2025-09-24 17:09:38,tdmpc2,mid,train,1,928.8,0.489,0.701,0.624,0.385
90,0.54665,2025-09-24 17:09:39,tdmpc2,mid,train,1,930.35,0.474,0.687,0.624,0.379
91,0.58543,2025-09-24 17:09:40,tdmpc2,mid,train,1,925.57,0.498,0.71,0.624,0.389
92,0.4760399999999999,2025-09-24 17:09:41,tdmpc2,mid,train,1,962.96,0.448,0.664,0.623,0.368
93,0.55445,2025-09-24 17:09:42,tdmpc2,mid,train,1,934.55,0.484,0.698,0.622,0.383
94,0.53352,2025-09-24 17:09:43,tdmpc2,mid,train,1,948.48,0.479,0.694,0.622,0.381
95,0.5265099999999999,2025-09-24 17:09:44,tdmpc2,mid,train,1,946.49,0.471,0.685,0.624,0.378
96,0.5409700000000001,2025-09-24 17:09:45,tdmpc2,mid,train,1,936.03,0.474,0.688,0.624,0.379
97,0.5447000000000001,2025-09-24 17:09:46,tdmpc2,mid,train,1,932.3,0.474,0.687,0.624,0.379
98,0.5641499999999999,2025-09-24 17:09:47,tdmpc2,mid,train,1,923.85,0.482,0.695,0.624,0.382
99,0.56879,2025-09-24 17:09:48,tdmpc2,mid,train,1,935.21,0.493,0.706,0.624,0.387
100,0.55757,2025-09-24 17:09:49,tdmpc2,mid,train,1,930.43,0.482,0.695,0.624,0.382
101,0.55986,2025-09-24 17:09:50,tdmpc2,mid,train,1,931.14,0.484,0.697,0.624,0.383
102,0.5661,2025-09-24 17:09:50,tdmpc2,mid,train,1,932.9,0.49,0.702,0.624,0.385
103,0.4880000000000001,2025-09-24 17:09:51,tdmpc2,mid,train,1,952.0,0.449,0.665,0.623,0.368
104,0.54326,2025-09-24 17:09:52,tdmpc2,mid,train,1,938.74,0.479,0.694,0.622,0.381
