episode,reward,timestamp,agent,phase,mode,seed,latency_ms,energy_efficiency,task_scheduling_score,scalability_score,resource_allocation_score
1,-0.030450000000000144,2025-09-24 14:29:42,tdmpc2,mid,train,0,1133.45,0.315,0.691,0.42,0.368
2,0.12689999999999996,2025-09-24 14:29:43,tdmpc2,mid,train,0,1004.1,0.333,0.709,0.421,0.377
3,-0.09731999999999996,2025-09-24 14:29:44,tdmpc2,mid,train,0,1118.32,0.262,0.64,0.417,0.342
4,0.11053999999999992,2025-09-24 14:29:45,tdmpc2,mid,train,0,977.46,0.307,0.689,0.416,0.365
5,0.19519000000000003,2025-09-24 14:29:46,tdmpc2,mid,train,0,995.81,0.376,0.761,0.416,0.399
6,0.24191999999999997,2025-09-24 14:29:47,tdmpc2,mid,train,0,943.08,0.371,0.754,0.417,0.397
7,0.22744000000000003,2025-09-24 14:29:48,tdmpc2,mid,train,0,952.56,0.368,0.751,0.417,0.395
8,0.22294000000000008,2025-09-24 14:29:49,tdmpc2,mid,train,0,958.06,0.368,0.749,0.418,0.395
9,0.18594000000000005,2025-09-24 14:29:50,tdmpc2,mid,train,0,968.06,0.35,0.732,0.418,0.386
10,0.25301999999999997,2025-09-24 14:29:51,tdmpc2,mid,train,0,948.98,0.382,0.765,0.418,0.402
11,0.28197,2025-09-24 14:29:52,tdmpc2,mid,train,0,932.03,0.39,0.773,0.418,0.406
12,0.31055,2025-09-24 14:29:53,tdmpc2,mid,train,0,923.45,0.403,0.786,0.418,0.413
13,0.20359999999999995,2025-09-24 14:29:54,tdmpc2,mid,train,0,961.4,0.358,0.741,0.417,0.39
14,0.2601900000000001,2025-09-24 14:29:55,tdmpc2,mid,train,0,934.81,0.378,0.762,0.417,0.4
15,0.3091499999999998,2025-09-24 14:29:56,tdmpc2,mid,train,0,933.85,0.41,0.796,0.417,0.416
16,0.27488000000000007,2025-09-24 14:29:57,tdmpc2,mid,train,0,939.12,0.39,0.773,0.418,0.406
17,0.25691,2025-09-24 14:29:58,tdmpc2,mid,train,0,944.09,0.381,0.764,0.418,0.402
18,0.18848000000000004,2025-09-24 14:29:58,tdmpc2,mid,train,0,958.52,0.345,0.726,0.418,0.384
19,0.24280999999999991,2025-09-24 14:29:59,tdmpc2,mid,train,0,956.19,0.38,0.763,0.418,0.401
20,0.22282000000000007,2025-09-24 14:30:00,tdmpc2,mid,train,0,970.18,0.376,0.759,0.418,0.399
